part_no,annotator_human,annotator_chatgpt,annotator_chatgpt_empathy,dialog_id,emotion,sentiment,plutchik,situation,speaker_uttr,response_human,response_chatgpt,response_chatgpt_empathy,rating_human,rating_chatgpt,rating_chatgpt_empathy,empathy_propensity_human,empathy_propensity_chatgpt,empathy_propensity_chatgpt_empathy,empathy_arr_human,empathy_arr_chatgpt,empathy_arr_chatgpt_empathy,miti_human,miti_chatgpt,miti_chatgpt_empathy
2,607986447baf44d005eeb875,5f09cb729bf14505753e5bd8,5fad4c1caae022024c431a87,hit:4337_conv:8674,annoyed,negative,anger,My dog always barks when I am on the phone.,My dog always barks when I am on the phone.,"That is irritating, huh.  It is like a kid that can't stand not having the attention for a minute so they act up.  Haha","Your dog might be seeking attention or feeling anxious. Try giving them a toy or treat before your call. If it continues, consider seeking advice from a dog trainer.",That sounds frustrating. It's like your dog wants attention exactly when you're busy. Have you tried giving them a toy or treat to distract them during your calls?,2,3,3,39,29,50,"[-1, 0, 1, 0, 1, 0, -2, -1, -2, -1, -1, 0, 0, -2, -2, 1]","[0, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, 1, -1, 0, -1, 0]","[1, -1, 2, -1, 2, 1, -1, 1, 1, 0, -1, -2, 1, 0, -2, 1]","['Simple Reflection', 'Complex Reflection', 'Other']","['Give Information', 'Advise without Permission', 'Advise without Permission']","['Give Information', 'Advise without Permission', 'Advise without Permission']"
2,607986447baf44d005eeb875,5f09cb729bf14505753e5bd8,5fad4c1caae022024c431a87,hit:10549_conv:21099,embarrassed,negative,disapproval,I called someone by the wrong name earlier today. I met them a long time ago and I guess it didn't stick properly in my brain.,I called someone by the wrong name earlier today. I didn't really know them and hadn't seen them in ages.,I hate when that happens. I bet you meant well but you're left looking like a crazy person! I hope they understood.,"That can be an awkward situation, but it's quite common, especially if you haven't seen the person in a long time. A simple apology usually smooths things over.","I can understand how that might have been awkward for you. It's easy to mix up names, especially when you haven't seen someone in a long time. Don't be too hard on yourself.",2,2,3,39,29,50,"[-1, 0, 1, 0, 1, 0, -2, -1, -2, -1, -1, 0, 0, -2, -2, 1]","[0, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, 1, -1, 0, -1, 0]","[1, -1, 2, -1, 2, 1, -1, 1, 1, 0, -1, -2, 1, 0, -2, 1]","['Self-Disclose', 'Support', 'Support']","['Give Information', 'Give Information']","['Give Information', 'Give Information']"
2,607986447baf44d005eeb875,5f09cb729bf14505753e5bd8,5fad4c1caae022024c431a87,hit:10411_conv:20823,faithful,positive,submission,I got maried at 18. I have been married for 12 years and never once strayed or became unfaithful. ,I got married very young at 18. This year we celebrated our 12 year anniversary.,"Wow. That is very interesting. These days, many people get married later in life. Congratulations!","Congratulations on your 12th anniversary! It's wonderful to hear about marriages that have thrived, especially when started at a young age. Here's to many more years of happiness together!","That's a significant milestone, congratulations! It's wonderful to hear about relationships that have grown and flourished over time. How did you celebrate your special day?",2,3,3,39,29,50,"[-1, 0, 1, 0, 1, 0, -2, -1, -2, -1, -1, 0, 0, -2, -2, 1]","[0, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, 1, -1, 0, -1, 0]","[1, -1, 2, -1, 2, 1, -1, 1, 1, 0, -1, -2, 1, 0, -2, 1]","['Other', 'Affirm', 'Give Information', 'Affirm']","['Affirm', 'Affirm', 'Support']","['Affirm', 'Affirm', 'Support']"
2,607986447baf44d005eeb875,5f09cb729bf14505753e5bd8,5fad4c1caae022024c431a87,hit:1982_conv:3964,prepared,positive,anticipation,"Last year when the hurricane came, we spent weeks gathering supplies and boarding up the house.","Last year when the hurricane came, we spent weeks gathering supplies and boarding up the house.",That's sounds like a very smart and effective safety precaution. Was it enough to adequately defend your family?,That sounds like a challenging time. Preparing for a hurricane can be stressful and time-consuming. I hope you and your family stayed safe during the storm.,That must have been a very stressful and challenging time for you. It's impressive how you managed to prepare and protect your home. How are you doing now?,3,2,2,39,29,50,"[-1, 0, 1, 0, 1, 0, -2, -1, -2, -1, -1, 0, 0, -2, -2, 1]","[0, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, 1, -1, 0, -1, 0]","[1, -1, 2, -1, 2, 1, -1, 1, 1, 0, -1, -2, 1, 0, -2, 1]","['Complex Reflection', 'Closed Question']","['Simple Reflection', 'Give Information', 'Support']","['Simple Reflection', 'Give Information', 'Support']"
2,607986447baf44d005eeb875,5f09cb729bf14505753e5bd8,5fad4c1caae022024c431a87,hit:4307_conv:8614,apprehensive,negative,fear,"I want to visit my friend who lives in a large city an hour away, but I've never driven in such a large city.","I want to visit my friend who lives an hour away in a big city, but I'm a bit nervous about driving in such a busy city.",I don't blame you. It can be scary...the more people there are- the worse they drive. Be careful!,"It's completely normal to feel nervous about driving in a busy city. You could consider using public transportation or a ride-sharing service. Alternatively, you could practice driving in less busy areas of the city first to build your confidence.",I understand your concern about driving in a busy city. It can be quite overwhelming. Would it help if you planned your route in advance or considered public transportation?,2,3,3,39,29,50,"[-1, 0, 1, 0, 1, 0, -2, -1, -2, -1, -1, 0, 0, -2, -2, 1]","[0, 1, 1, 1, 0, -1, -1, -1, -1, 0, -1, 1, -1, 0, -1, 0]","[1, -1, 2, -1, 2, 1, -1, 1, 1, 0, -1, -2, 1, 0, -2, 1]","['Support', 'Complex Reflection', 'Direct']","['Affirm', 'Advise without Permission', 'Advise without Permission']","['Affirm', 'Advise without Permission', 'Advise without Permission']"
3,614e45d76902c0c9c6bd300d,5d7d0cc0e32539001a174642,617668ba30fe0e01aea3f928,hit:9475_conv:18951,joyful,positive,joy,My brother is starting his first semester at the college I wanted to go to but could never get into. I am very happy for him. He was scared to accept the offer at first because he thought he'd hurt my feelings. I told him that was crazy!,My brother is starting his first semester at the college I wanted to go to but could never get into. I am very happy for him. He was scared to accept the offer at first because he thought he'd hurt my feelings. I told him that was crazy!,"That is so great that he was able to go.  I had the same problem as you, but I started at community college when I was 26 and finished at a 4 year college when I was 32.  It is never too late for you to go.",That's a wonderful display of sibling love and support! It's great that you're happy for your brother's achievement. Encourage him to make the most of this opportunity. Your time will come too.,"That's such a mature and loving response from you. It's natural to have mixed feelings, but your support for your brother's success shows your strength and selflessness.",2,3,3,45,51,51,"[0, 0, 1, 0, 2, 1, 0, 1, 2, 0, -1, -2, 1, -1, 0, 1]","[2, -1, 1, -1, 1, 1, -1, 1, 0, -1, -2, -1, 1, -2, -2, 1]","[1, -2, 2, -2, 2, 1, 0, 1, 1, 0, -1, -1, 0, -2, -2, 1]","['Affirm', 'Self-Disclose', 'Give Information']","['Complex Reflection', 'Affirm', 'Direct', 'Support']","['Complex Reflection', 'Affirm', 'Direct', 'Support']"
3,614e45d76902c0c9c6bd300d,5d7d0cc0e32539001a174642,617668ba30fe0e01aea3f928,hit:4325_conv:8651,angry,negative,anger,"One day my daughter came home and told me a much older boy tripped her as she was going off the bus. He did it on purpose, and this made me very, very upset. She was only 10, he was a teenager.","One day my 10 year old daughter came home crying after she got off the bus. A teenage boy purposely tripped her as she was getting off and she got hurt. Needless to say, I was very, very upset!",That is terrible.  I don't know why teenage boys can be so mean.  What did you end up doing?,I'm so sorry to hear about your daughter's experience. It's heartbreaking when our children are hurt. It's important to address this issue with the school and possibly the boy's parents. Let's ensure it doesn't happen again.,I'm so sorry to hear about your daughter's experience. It must be really tough for both of you. It's completely understandable that you're upset. Let's discuss how we can help her feel safe and supported.,3,3,3,45,51,51,"[0, 0, 1, 0, 2, 1, 0, 1, 2, 0, -1, -2, 1, -1, 0, 1]","[2, -1, 1, -1, 1, 1, -1, 1, 0, -1, -2, -1, 1, -2, -2, 1]","[1, -2, 2, -2, 2, 1, 0, 1, 1, 0, -1, -1, 0, -2, -2, 1]","['Support', 'Simple Reflection', 'Open Question']","['Support', 'Support', 'Advise without Permission', 'Direct']","['Support', 'Support', 'Advise without Permission', 'Direct']"
3,614e45d76902c0c9c6bd300d,5d7d0cc0e32539001a174642,617668ba30fe0e01aea3f928,hit:4413_conv:8827,furious,negative,anger,i was so angry when i found out my girlfriend kissed a friend of mine. i felt like punching the wall,i was so angry when i found out my girlfriend kissed a friend of mine,"Oh, that's awful. What did you do? I would've dumped her and beat that dude's face in.",I'm really sorry to hear that. It's a tough situation to be in. It's important to communicate your feelings to your girlfriend and friend honestly and calmly.,I'm really sorry to hear that you're going through this. It's understandable that you're feeling angry and betrayed. It's important to talk about your feelings with your girlfriend when you're ready.,2,2,3,45,51,51,"[0, 0, 1, 0, 2, 1, 0, 1, 2, 0, -1, -2, 1, -1, 0, 1]","[2, -1, 1, -1, 1, 1, -1, 1, 0, -1, -2, -1, 1, -2, -2, 1]","[1, -2, 2, -2, 2, 1, 0, 1, 1, 0, -1, -1, 0, -2, -2, 1]","['Support', 'Open Question', 'Self-Disclose']","['Support', 'Complex Reflection', 'Advise without Permission']","['Support', 'Complex Reflection', 'Advise without Permission']"
3,614e45d76902c0c9c6bd300d,5d7d0cc0e32539001a174642,617668ba30fe0e01aea3f928,hit:10836_conv:21673,sad,negative,sadness,I am depressed most of the time,I am depressed most of the time. Im going to therapy and taking meds. I feel like im broken,Oh I'm sorry that you are going through that. Have you discussed changing your medication up with your doctor?,"I'm really sorry that you're feeling this way, but I'm unable to provide the help that you need. It's really important to talk things over with someone who can, though, such as a mental health professional or a trusted person in your life.","I'm really sorry that you're feeling this way, but I'm unable to provide the help that you need. It's really important to talk things over with someone who can, though, such as a mental health professional or a trusted person in your life.",3,1,1,45,51,51,"[0, 0, 1, 0, 2, 1, 0, 1, 2, 0, -1, -2, 1, -1, 0, 1]","[2, -1, 1, -1, 1, 1, -1, 1, 0, -1, -2, -1, 1, -2, -2, 1]","[1, -2, 2, -2, 2, 1, 0, 1, 1, 0, -1, -1, 0, -2, -2, 1]","['Support', 'Closed Question']","['Support', 'Advise without Permission']","['Support', 'Advise without Permission']"
3,614e45d76902c0c9c6bd300d,5d7d0cc0e32539001a174642,617668ba30fe0e01aea3f928,hit:8328_conv:16657,hopeful,positive,anticipation,Waiting for the marks back on my math test. I studied quite hard.,I'm feeling good about my math test.,"That's always a good feeling.  If you don't feel confident going in, you're in trouble!",That's great to hear! Confidence can really make a difference. Keep up the good work and continue to believe in your abilities. Good luck with your results!,That's great to hear! It sounds like you've worked hard and are confident about your performance. Keep up the good work!,1,2,3,45,51,51,"[0, 0, 1, 0, 2, 1, 0, 1, 2, 0, -1, -2, 1, -1, 0, 1]","[2, -1, 1, -1, 1, 1, -1, 1, 0, -1, -2, -1, 1, -2, -2, 1]","[1, -2, 2, -2, 2, 1, 0, 1, 1, 0, -1, -1, 0, -2, -2, 1]","['Support', 'Warn']","['Affirm', 'Give Information', 'Direct', 'Support']","['Affirm', 'Give Information', 'Direct', 'Support']"
3,614e45d76902c0c9c6bd300d,5d7d0cc0e32539001a174642,617668ba30fe0e01aea3f928,hit:8356_conv:16713,joyful,positive,joy,I just found out I got into medical school.  I have worked so hard for years just to be able to get accepted,I just found out I was accepted into medical school!  I have been working hard for this chance to become a surgeon,"Congratulations. What a wonderful achievement. If I could do it all over again, this is what I'd want to do too.",Congratulations on your acceptance into medical school! Your hard work and dedication have paid off. This is a significant step towards achieving your dream of becoming a surgeon. Keep up the great work!,That's fantastic news! Congratulations on your acceptance into medical school. Your hard work and dedication are truly paying off. I can only imagine how thrilled you must be to be one step closer to becoming a surgeon.,2,2,3,45,51,51,"[0, 0, 1, 0, 2, 1, 0, 1, 2, 0, -1, -2, 1, -1, 0, 1]","[2, -1, 1, -1, 1, 1, -1, 1, 0, -1, -2, -1, 1, -2, -2, 1]","[1, -2, 2, -2, 2, 1, 0, 1, 1, 0, -1, -1, 0, -2, -2, 1]","['Affirm', 'Affirm', 'Self-Disclose']","['Affirm', 'Affirm', 'Affirm', 'Affirm']","['Affirm', 'Affirm', 'Affirm', 'Affirm']"
3,614e45d76902c0c9c6bd300d,5d7d0cc0e32539001a174642,617668ba30fe0e01aea3f928,hit:4875_conv:9751,proud,positive,optimism,My husband was able to get his promotion at work and I felt so glad for him. He had been working so hard every day to get recognized there. ,My husband has been putting in so many extra hours at work ,I am sure hes doing it to take care of you guys and I am sure you are pampering him too for doing it.,"It sounds like your husband is really dedicated to his job. It's important, though, to balance work with personal life. Have you discussed this with him?","It sounds like your husband is working really hard. That must be tough on both of you. Remember to take care of yourself during this time, and let him know you appreciate his efforts.",1,1,3,45,51,51,"[0, 0, 1, 0, 2, 1, 0, 1, 2, 0, -1, -2, 1, -1, 0, 1]","[2, -1, 1, -1, 1, 1, -1, 1, 0, -1, -2, -1, 1, -2, -2, 1]","[1, -2, 2, -2, 2, 1, 0, 1, 1, 0, -1, -1, 0, -2, -2, 1]",['Complex Reflection'],"['Complex Reflection', 'Advise without Permission', 'Closed Question']","['Complex Reflection', 'Advise without Permission', 'Closed Question']"
3,614e45d76902c0c9c6bd300d,5d7d0cc0e32539001a174642,617668ba30fe0e01aea3f928,hit:463_conv:926,disappointed,negative,sadness,I failed my Calculus exam despite having studied all nights. It was heartbreaking for me,It was pretty shocking for me to learn that I have failed my Calculus exam when I had studied so hard for it,Ahhh.  Math.  I have certainly been there before.  I am so sorry!  Is there any way to retake it?,"I'm really sorry to hear that. It's tough when you put in so much effort and don't see the results you expected. Don't lose heart, though. Sometimes, it's about finding the right study method. You can learn from this experience and improve for the next one.","I'm really sorry to hear that you didn't pass your exam, especially after all your hard work. It's understandable that you're feeling shocked and disappointed. Remember, one setback doesn't define your abilities.",3,3,3,45,51,51,"[0, 0, 1, 0, 2, 1, 0, 1, 2, 0, -1, -2, 1, -1, 0, 1]","[2, -1, 1, -1, 1, 1, -1, 1, 0, -1, -2, -1, 1, -2, -2, 1]","[1, -2, 2, -2, 2, 1, 0, 1, 1, 0, -1, -1, 0, -2, -2, 1]","['Other', 'Other', 'Self-Disclose', 'Support', 'Closed Question']","['Support', 'Support', 'Direct', 'Give Information', 'Give Information']","['Support', 'Support', 'Direct', 'Give Information', 'Give Information']"
